Player_name,Team_name,Age,Positions,Apps,Mins,Goals,Assists,Yel,Red,Shoots_pg,Pass_success(%),AerialsWon,MotM,Rating,Tackles,Interceptions,Fouls,Offsides,Clear,Dribbled_past_pg,Blocks,OwnG,Shots_pg,KeyPasses_pg,Dribbles_pg,Fouled,Offsides_pg,Dispossessed_pg,Bad_Controls_pg,Passes_pg,Crosses_pg,Long_pass_pg,Through_pass_pg,xG,Goals-xG,xG_per_90m,Total_shots,xG_per_total_shots,Positions_1,Positions_2,Positions_3,Positions_4,Positions_5
Hugo Lloris,Tottenham,37,GK,25,2206,0,0,0,0,0.0,73.5,0.4,0,6.55,0.0,0.0,0.0,0.0,0.8,0.1,0.0,1,0.0,0.0,0.0,0.1,0.0,0.0,0.1,24.6,0.0,4.4,0.0,,,,,,GK,,,,
Leander Dendoncker,Wolves,29,"CB, CM",2(2),213,0,0,0,0,0.8,86.7,0.5,0,6.55,1.0,2.3,0.0,0.0,1.0,0.3,0.0,0,0.8,0.5,0.3,0.0,0.0,0.5,0.5,24.5,0.3,1.8,0.0,0.52,-0.52,0.22,3.0,0.17,CB, CM,,,
Leander Dendoncker,Aston Villa,29,"CB, CM",7(13),690,0,0,0,0,0.1,88.2,0.5,0,6.31,1.0,2.3,0.0,0.0,1.0,0.3,0.0,0,0.8,0.5,0.3,0.0,0.0,0.5,0.5,24.5,0.3,1.8,0.0,0.52,-0.52,0.22,3.0,0.17,CB, CM,,,
Joe Aribo,Southampton,27,"CM, LM, RM, FW",13(8),1229,2,0,2,0,0.7,74.1,1.4,0,6.55,1.5,0.5,0.5,0.0,0.5,0.4,0.0,0,0.7,0.4,0.8,0.6,0.0,1.0,1.7,17.9,0.0,0.2,0.0,1.64,0.36,0.12,14.0,0.12,CM, LM, RM, FW,
Ayoze Pérez,Leicester,30,"CAM, LAM, RAM, FW",3(5),380,0,1,0,0,1.0,75.7,0.3,0,6.55,1.4,0.3,0.9,0.1,0.3,1.4,0.0,0,1.0,1.4,0.8,1.5,0.0,1.4,1.5,19.0,0.3,0.5,0.3,0.93,-0.93,0.22,8.0,0.12,CAM, LAM, RAM, FW,
Clément Lenglet,Tottenham,28,CB,24(2),2027,0,2,4,0,0.5,87.5,1.7,0,6.55,1.5,0.7,0.9,0.4,2.6,0.7,0.4,0,0.5,0.2,0.3,0.7,0.0,0.3,0.5,55.3,0.2,3.0,0.0,1.08,-1.08,0.05,13.0,0.08,CB,,,,
Levi Colwill,Brighton,21,"CB, LB",13(4),1221,0,2,1,0,0.5,88.6,2.6,0,6.54,0.5,0.9,0.5,0.2,2.2,0.3,0.2,0,0.5,0.4,0.1,0.6,0.0,0.2,0.4,67.5,0.0,2.6,0.1,1.66,-1.66,0.12,8.0,0.21,CB, LB,,,
Conor Gallagher,Chelsea,24,"CM, LM",18(17),1616,3,1,9,1,0.8,84.5,0.5,2,6.54,1.3,0.7,1.0,0.0,0.4,0.8,0.3,0,0.8,0.6,0.7,1.0,0.1,1.0,1.0,23.1,0.3,0.4,0.0,2.53,0.47,0.14,28.0,0.09,CM, LM,,,
Renan Lodi,Nottingham Forest,26,"LB, LM",26(2),2222,0,1,7,0,0.5,71.3,0.6,0,6.54,1.9,1.2,1.0,0.2,2.1,1.2,0.2,0,0.5,0.5,0.6,1.5,0.1,0.5,0.6,23.9,0.4,1.4,0.0,0.74,-0.74,0.03,15.0,0.05,LB, LM,,,
Stefan Bajcetic,Liverpool,19,CM,6(5),527,1,0,2,0,0.5,78.7,0.8,0,6.54,0.8,0.8,0.6,0.0,0.4,1.7,0.0,0,0.5,0.4,0.6,0.8,0.0,0.5,0.6,23.0,0.1,1.1,0.0,0.69,0.31,0.12,6.0,0.11,CM,,,,
Kyle Walker,Manchester City,33,"CB, RB, RM",22(5),1957,0,0,3,0,0.2,89.5,0.9,0,6.54,0.5,0.7,0.6,0.4,0.8,0.7,0.1,0,0.2,0.2,0.5,0.4,0.0,0.2,0.5,64.0,0.1,2.6,0.0,0.32,-0.32,0.01,5.0,0.06,CB, RB, RM,,
Daniel Amartey,Leicester,29,"CB, RB, CDM",18(2),1610,0,0,1,0,0.3,91.3,1.7,1,6.53,1.0,0.4,0.4,0.7,3.5,0.1,0.9,0,0.3,0.3,0.1,0.2,0.0,0.2,0.4,55.4,0.0,1.5,0.1,0.89,-0.89,0.05,6.0,0.15,CB, RB, CDM,,
Tyrick Mitchell,Crystal Palace,24,"LB, LM",34(2),2896,0,2,5,1,0.2,72.4,0.7,0,6.53,2.0,1.2,0.9,0.2,1.8,0.6,0.3,0,0.2,0.4,0.5,0.3,0.1,0.5,1.0,33.3,0.3,0.9,0.0,0.67,-0.67,0.02,6.0,0.11,LB, LM,,,
Angelo Ogbonna,West Ham,35,CB,13(3),1236,0,0,0,0,0.2,80.0,2.2,0,6.53,0.7,1.1,0.1,0.1,4.6,0.3,0.4,0,0.2,0.2,0.0,0.3,0.0,0.2,0.1,25.9,0.0,1.3,0.0,0.17,-0.17,0.01,3.0,0.06,CB,,,,
Sam Amo-Ameyaw,Southampton,17,FW,0(1),3,0,0,0,0,0.0,83.3,0.0,0,6.53,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,,,,,,FW,,,,
Keylor Navas,Nottingham Forest,37,GK,17,1530,0,0,2,0,0.0,51.9,0.4,2,6.53,0.0,0.1,0.0,0.0,1.4,0.0,0.0,0,0.0,0.0,0.1,0.0,0.0,0.0,0.1,27.3,0.0,7.0,0.0,,,,,,GK,,,,
José Sá,Wolves,31,GK,36,3240,0,0,2,0,0.0,65.4,0.2,2,6.53,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0,0.0,0.0,0.1,0.2,0.0,0.0,0.1,28.1,0.0,3.7,0.0,,,,,,GK,,,,
Harvey Elliott,Liverpool,21,"CAM, RAM",18(14),1615,1,2,2,0,1.1,82.9,0.1,0,6.52,0.8,0.5,0.4,0.0,0.2,0.9,0.0,0,1.1,0.8,0.6,0.8,0.1,0.7,0.8,29.9,0.2,1.0,0.2,2.1,-1.1,0.12,36.0,0.06,CAM, RAM,,,
Marcos Senesi,Bournemouth,26,CB,29(2),2496,2,0,7,0,0.3,81.4,0.9,1,6.52,1.6,1.4,0.9,0.3,4.5,0.7,0.6,0,0.3,0.2,0.3,0.4,0.0,0.1,0.5,41.6,0.1,3.5,0.0,1.59,0.41,0.06,8.0,0.2,CB,,,,
Adam Webster,Brighton,29,CB,23(4),1989,0,0,2,0,0.7,88.6,2.2,0,6.52,0.8,0.7,0.4,0.2,1.9,0.3,0.7,1,0.7,0.2,0.1,0.2,0.0,0.2,0.4,62.1,0.0,3.1,0.0,1.64,-1.64,0.07,18.0,0.09,CB,,,,
Manor Solomon,Fulham,24,"CAM, LAM",4(15),563,4,0,0,0,0.6,86.4,0.2,0,6.52,1.1,0.3,0.3,0.0,0.1,0.4,0.0,0,0.6,0.3,1.0,0.2,0.1,0.6,0.7,10.5,0.1,0.2,0.1,1.05,2.95,0.17,11.0,0.1,CAM, LAM,,,
Robin Koch,Leeds,27,"CB, CDM",36,3178,0,0,7,0,0.5,77.3,3.1,0,6.52,1.5,1.2,1.0,0.7,4.1,0.9,0.6,1,0.5,0.2,0.0,0.5,0.0,0.0,0.4,44.1,0.0,2.5,0.0,1.41,-1.41,0.04,17.0,0.08,CB, CDM,,,
Scott McTominay,Manchester United,27,"CB, CM",10(14),1151,1,0,8,0,0.5,82.9,1.4,1,6.52,1.3,0.6,1.2,0.0,1.9,0.4,0.3,0,0.5,0.3,0.5,0.7,0.0,0.8,1.0,17.8,0.0,0.8,0.1,1.75,-0.75,0.14,13.0,0.13,CB, CM,,,
Adama Traoré,Wolves,28,"CM, LM, RM, FW",12(22),1492,2,1,2,0,0.6,74.1,1.1,0,6.52,0.4,0.1,0.6,0.0,0.5,0.1,0.0,0,0.6,0.7,1.6,1.0,0.2,0.8,1.7,12.1,0.6,0.3,0.1,1.67,0.33,0.1,19.0,0.09,CM, LM, RM, FW,
César Azpilicueta,Chelsea,34,"CB, LB, RB, RM",16(9),1526,0,0,3,0,0.4,83.7,1.2,0,6.52,1.7,0.8,1.1,0.1,1.8,0.6,0.2,1,0.4,0.5,0.3,0.3,0.1,0.2,0.5,35.9,0.3,0.5,0.0,0.37,-0.37,0.02,9.0,0.04,CB, LB, RB, RM,
Matías Viña,Bournemouth,26,"LB, LM",5(7),455,2,0,1,0,0.8,73.1,0.3,0,6.51,1.6,0.3,0.6,0.1,1.4,1.3,0.1,0,0.8,0.2,0.8,0.9,0.0,0.5,0.9,12.1,0.0,0.3,0.0,0.68,1.32,0.13,9.0,0.08,LB, LM,,,
Yoane Wissa,Brentford,27,"LAM, FW",16(22),1601,7,3,3,0,0.8,72.2,0.6,0,6.51,0.4,0.2,0.6,0.0,0.4,0.2,0.0,0,0.8,0.3,0.5,0.7,0.5,0.7,1.1,8.6,0.0,0.2,0.0,5.22,1.78,0.29,32.0,0.16,LAM, FW,,,
Rayan Aït-Nouri,Wolves,22,"LB, LM",9(12),1070,1,0,4,0,0.5,81.9,0.7,0,6.51,1.6,0.4,0.7,0.1,1.1,0.3,0.0,1,0.5,0.3,1.3,0.5,0.1,0.6,1.3,22.6,0.3,0.3,0.0,1.03,-0.03,0.09,10.0,0.1,LB, LM,,,
Gianluca Scamacca,West Ham,25,FW,11(5),929,3,0,3,0,1.9,66.9,1.1,0,6.51,0.6,0.3,1.0,0.0,0.3,0.0,0.0,0,1.9,0.8,0.4,0.6,0.4,1.2,1.4,10.9,0.1,0.8,0.0,2.49,0.51,0.24,30.0,0.08,FW,,,,
Jack Stephens,Bournemouth,30,"CB, LB, RB",13(2),1172,0,0,3,0,0.1,82.0,1.1,0,6.51,1.0,1.1,0.5,0.3,3.5,0.3,1.1,0,0.1,0.2,0.2,0.1,0.0,0.1,0.3,36.0,0.1,2.3,0.0,0.22,-0.22,0.02,2.0,0.11,CB, LB, RB,,
Jack Stephens,Southampton,30,"CB, LB, RB",0(2),46,0,0,0,0,0.0,88.5,0.5,0,6.15,1.0,1.1,0.5,0.3,3.5,0.3,1.1,0,0.1,0.2,0.2,0.1,0.0,0.1,0.3,36.0,0.1,2.3,0.0,0.22,-0.22,0.02,2.0,0.11,CB, LB, RB,,
Cody Drameh,Leeds,22,"RB, RM",1,70,0,0,0,0,0.0,77.4,1.0,0,6.51,5.0,1.0,1.0,0.0,1.0,1.0,0.0,0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,31.0,0.0,1.0,0.0,,,,,,RB, RM,,,
Nathan Patterson,Everton,22,"RB, RM",14(5),1274,0,0,3,0,0.4,79.9,0.5,0,6.51,2.6,0.8,0.7,0.2,1.9,1.3,0.2,0,0.4,0.3,0.6,0.7,0.1,0.5,1.2,24.8,0.2,0.6,0.0,0.79,-0.79,0.06,8.0,0.1,RB, RM,,,
João Moutinho,Wolves,37,CM,20(11),1787,0,2,3,0,0.5,83.9,0.3,0,6.5,1.6,0.6,1.0,0.0,0.6,0.9,0.2,0,0.5,1.2,0.3,0.5,0.0,0.2,0.5,31.9,0.6,1.6,0.1,1.01,-1.01,0.05,16.0,0.06,CM,,,,
Taiwo Awoniyi,Nottingham Forest,26,FW,17(10),1412,10,1,2,0,1.3,64.8,0.7,1,6.5,0.6,0.1,0.9,0.0,0.7,0.2,0.1,0,1.3,0.4,0.3,0.7,0.6,1.1,2.5,8.1,0.0,0.0,0.0,7.65,2.35,0.49,35.0,0.22,FW,,,,
Daniel Podence,Wolves,28,"CAM, LAM, RAM, FW",20(12),1773,6,0,5,0,1.3,70.5,0.2,2,6.5,0.8,0.2,0.8,0.0,0.2,0.8,0.0,0,1.3,1.1,0.8,0.7,0.1,0.9,1.5,18.5,0.5,0.8,0.0,3.53,2.47,0.18,43.0,0.08,CAM, LAM, RAM, FW,
Joël Matip,Liverpool,32,CB,12(2),1093,1,0,3,0,0.4,86.7,1.8,1,6.5,1.0,1.5,0.7,0.6,3.0,0.9,0.2,1,0.4,0.3,0.3,0.4,0.1,0.1,1.0,62.8,0.0,2.6,0.0,1.02,-0.02,0.08,5.0,0.2,CB,,,,
Thilo Kehrer,West Ham,27,"CB, LB, RB, RM",25(2),2231,0,2,4,0,0.3,85.4,1.3,0,6.5,1.6,1.3,1.1,0.2,2.7,0.9,0.2,1,0.3,0.3,0.3,0.4,0.0,0.2,0.6,36.8,0.1,1.7,0.0,0.61,-0.61,0.02,8.0,0.08,CB, LB, RB, RM,
Marc Roca,Leeds,27,"CB, CDM",29(3),2330,1,2,7,0,1.1,79.4,0.6,0,6.5,2.1,0.7,1.3,0.1,0.7,1.4,0.3,0,1.1,1.0,0.5,0.9,0.0,0.8,0.8,37.8,0.4,2.1,0.1,2.31,-1.31,0.09,35.0,0.07,CB, CDM,,,
Nélson Semedo,Wolves,30,"LB, RB, RM",31(5),2641,0,1,11,1,0.3,81.7,0.8,0,6.5,2.0,0.8,1.3,0.0,2.1,0.9,0.4,0,0.3,0.3,0.9,0.7,0.0,0.5,1.2,33.6,0.2,1.0,0.0,0.55,-0.55,0.02,9.0,0.06,LB, RB, RM,,
Ainsley Maitland-Niles,Southampton,26,"LB, RB, CM, LM, RM",13(9),1405,0,0,3,0,0.0,81.1,0.7,0,6.5,2.0,1.0,0.6,0.2,1.8,0.7,0.3,0,0.0,0.5,0.8,0.4,0.0,0.6,1.2,28.4,0.3,1.2,0.0,0.03,-0.03,0.0,1.0,0.03,LB, RB, CM, LM, RM
Harrison Reed,Fulham,29,"RB, CM, RM",35(2),2882,3,4,5,0,0.5,79.8,0.8,0,6.5,1.2,0.5,1.0,0.0,0.8,0.9,0.3,1,0.5,0.9,0.3,0.6,0.1,0.7,1.2,32.9,0.4,1.2,0.0,2.03,0.97,0.06,20.0,0.1,RB, CM, RM,,
Carlos Alcaraz,Southampton,21,"CM, FW",13(5),1035,4,2,3,0,1.3,78.1,0.4,2,6.49,0.6,0.1,0.9,0.0,0.6,0.9,0.3,0,1.3,0.3,0.7,0.9,0.1,1.3,1.7,15.7,0.0,0.3,0.1,1.8,2.2,0.16,24.0,0.08,CM, FW,,,
Wilfred Ndidi,Leicester,27,"CB, CDM",19(8),1683,0,0,4,0,0.3,84.0,0.9,0,6.49,2.3,1.4,1.1,0.0,1.6,1.0,0.5,0,0.3,0.1,0.4,0.5,0.0,0.4,0.5,33.1,0.0,0.8,0.0,0.2,-0.2,0.01,7.0,0.03,CB, CDM,,,
Michail Antonio,West Ham,34,"RB, CM, LM, RM, FW",21(12),1837,5,3,2,0,1.2,57.6,1.5,0,6.49,0.4,0.2,0.8,0.0,0.3,0.3,0.2,0,1.2,0.5,0.8,1.3,0.4,1.4,2.3,9.2,0.2,0.2,0.0,6.59,-1.59,0.32,39.0,0.17,RB, CM, LM, RM, FW
Matthew Craig,Tottenham,21,CDM,0(1),13,0,0,0,0,0.0,83.3,0.0,0,6.49,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,,,,,,CDM,,,,
Boubakary Soumaré,Leicester,25,CDM,20(6),1635,0,0,9,0,0.0,86.1,0.7,0,6.49,2.2,1.3,1.2,0.0,1.0,0.8,0.2,0,0.0,0.4,0.5,0.8,0.0,0.8,1.0,34.6,0.0,1.2,0.1,0.03,-0.03,0.0,1.0,0.03,CDM,,,,
Jordan Zemura,Bournemouth,24,"LB, LM",17(2),1457,0,1,1,0,0.2,69.3,0.4,0,6.49,2.1,0.8,0.9,0.2,1.4,1.1,0.5,0,0.2,0.9,1.1,0.7,0.0,0.8,1.8,24.0,0.3,0.6,0.0,0.21,-0.21,0.01,4.0,0.05,LB, LM,,,
Brennan Johnson,Nottingham Forest,22,"CAM, LAM, RAM, FW",33(5),2941,8,3,6,0,1.4,62.8,0.5,2,6.49,0.9,0.1,1.0,0.0,0.1,0.6,0.0,0,1.4,0.7,0.9,0.6,0.5,0.7,2.0,11.6,0.3,0.1,0.0,7.98,0.02,0.24,55.0,0.15,CAM, LAM, RAM, FW,
Mohamed Elyounoussi,Southampton,29,"CAM, LAM, RAM, FW",27(6),2180,1,1,4,0,1.1,69.0,1.1,0,6.49,1.4,0.8,1.2,0.0,1.0,0.8,0.1,0,1.1,0.5,0.8,0.5,0.1,1.2,1.2,17.6,0.3,0.6,0.1,3.02,-2.02,0.12,36.0,0.08,CAM, LAM, RAM, FW,
Jonny Evans,Leicester,36,"CB, LB",12(1),1053,0,0,1,0,0.1,87.5,2.0,1,6.49,1.0,1.4,0.7,0.5,3.8,0.3,0.8,0,0.1,0.1,0.0,0.5,0.1,0.0,0.4,60.5,0.0,3.6,0.0,0.05,-0.05,0.0,1.0,0.05,CB, LB,,,
David Datro Fofana,Chelsea,21,FW,1(2),70,0,0,0,0,1.0,87.5,0.0,0,6.49,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0,1.0,1.0,1.7,1.0,0.3,1.0,3.0,2.7,0.0,0.3,0.3,0.2,-0.2,0.26,3.0,0.07,FW,,,,
Nathan Collins,Wolves,23,"CB, RB",19(7),1813,0,0,2,1,0.1,88.1,1.4,0,6.48,1.0,0.8,0.7,0.1,3.2,0.3,1.1,0,0.1,0.1,0.3,0.3,0.0,0.3,0.3,43.4,0.0,2.6,0.0,0.16,-0.16,0.01,3.0,0.05,CB, RB,,,
Tetê,Leicester,24,"CAM, RAM",9(4),740,1,0,0,0,1.2,77.1,0.4,1,6.48,1.1,0.2,0.2,0.0,0.2,1.2,0.0,0,1.2,0.5,1.5,1.3,0.3,1.0,1.5,18.2,0.3,0.9,0.0,1.63,-0.63,0.2,15.0,0.11,CAM, RAM,,,
Fred,Manchester United,31,CM,12(23),1235,2,2,6,0,0.7,80.7,0.3,0,6.48,1.3,0.5,0.9,0.0,0.4,0.7,0.1,0,0.7,0.9,0.3,0.6,0.0,0.5,0.7,21.8,0.1,0.9,0.1,2.07,-0.07,0.15,26.0,0.08,CM,,,,
Moussa Niakhaté,Nottingham Forest,28,"CB, LB",14,1162,0,0,1,0,0.4,76.3,1.4,0,6.48,1.3,1.4,0.9,0.2,3.9,0.8,0.6,0,0.4,0.1,0.0,0.4,0.0,0.1,0.4,21.4,0.0,1.1,0.0,1.1,-1.1,0.09,6.0,0.18,CB, LB,,,
Abdoulaye Doucouré,Everton,31,CM,17(8),1529,5,2,6,1,0.8,79.6,0.5,0,6.48,1.2,0.5,0.8,0.0,0.4,1.0,0.1,0,0.8,0.9,0.8,0.2,0.3,0.5,1.1,21.5,0.1,0.1,0.0,3.23,1.77,0.19,20.0,0.16,CM,,,,
Kostas Tsimikas,Liverpool,27,LB,9(11),769,0,4,3,0,0.4,85.4,0.4,0,6.48,0.7,0.6,0.7,0.1,0.7,0.3,0.1,0,0.4,0.9,0.2,0.5,0.0,0.4,0.7,22.2,1.0,0.9,0.0,0.55,-0.55,0.06,7.0,0.08,LB,,,,
Mateo Kovacic,Chelsea,29,"CM, LM",17(10),1708,1,2,8,0,0.9,86.0,0.4,0,6.48,1.3,0.7,0.7,0.0,0.6,0.8,0.0,0,0.9,0.9,0.7,0.4,0.0,1.0,1.0,48.5,0.0,1.7,0.1,1.89,-0.89,0.1,23.0,0.08,CM, LM,,,
Wilfried Gnonto,Leeds,20,"LAM, RAM",14(10),1353,2,4,7,0,0.9,77.0,0.3,1,6.48,1.1,0.2,1.2,0.0,0.1,0.8,0.0,0,0.9,0.9,0.9,1.6,0.1,0.8,1.3,18.9,0.3,0.1,0.0,1.78,0.22,0.12,22.0,0.08,LAM, RAM,,,
Orel Mangala,Nottingham Forest,26,CM,20(7),1558,1,1,3,0,0.3,81.0,0.4,0,6.48,1.0,0.9,0.8,0.0,0.5,0.6,0.3,0,0.3,0.1,0.6,0.9,0.0,0.3,0.4,18.7,0.0,0.5,0.0,0.44,0.56,0.03,9.0,0.05,CM,,,,
Fraser Forster,Tottenham,36,GK,13(1),1215,0,0,1,0,0.0,67.4,0.2,0,6.47,0.1,0.0,0.0,0.0,0.7,0.0,0.0,0,0.0,0.0,0.0,0.1,0.0,0.0,0.1,20.8,0.0,3.3,0.0,,,,,,GK,,,,
Lyanco,Southampton,27,"CB, RB",11(10),1175,1,1,4,0,0.6,75.5,1.2,0,6.47,1.1,1.0,0.8,0.3,2.9,0.3,1.2,0,0.6,0.2,0.4,0.5,0.0,0.2,0.5,23.9,0.0,1.5,0.0,0.78,0.22,0.06,12.0,0.06,CB, RB,,,
Davinson Sánchez,Tottenham,27,CB,8(10),852,0,0,1,0,0.3,86.9,1.6,0,6.47,1.3,0.7,0.4,0.2,2.3,0.3,0.6,0,0.3,0.1,0.1,0.2,0.1,0.1,0.2,32.7,0.1,0.8,0.0,0.46,-0.46,0.05,6.0,0.08,CB,,,,
Kelechi Iheanacho,Leicester,27,"CAM, FW",11(17),1122,5,5,0,0,1.4,76.7,0.5,1,6.47,0.3,0.0,0.6,0.0,0.3,0.3,0.0,0,1.4,0.8,0.7,0.2,0.4,1.3,1.5,10.9,0.0,0.3,0.0,6.48,-1.48,0.52,39.0,0.17,CAM, FW,,,
Trevoh Chalobah,Chelsea,24,"CB, RB, CDM",18(7),1604,0,0,4,0,0.4,88.5,1.2,0,6.47,1.2,1.0,0.4,0.1,2.2,0.4,0.3,1,0.4,0.2,0.3,0.3,0.0,0.2,0.2,45.7,0.1,1.5,0.0,0.88,-0.88,0.05,9.0,0.1,CB, RB, CDM,,
Diego Llorente,Leeds,30,"CB, CDM",7(1),648,0,0,1,0,0.8,83.4,2.3,0,6.46,1.6,1.9,0.8,1.0,3.0,0.5,0.3,0,0.8,0.0,0.3,0.3,0.0,0.1,0.8,53.4,0.0,2.9,0.0,0.42,-0.42,0.06,6.0,0.07,CB, CDM,,,
Bobby De Cordova-Reid,Fulham,31,"RB, CM, LM, RM, FW",29(7),2487,4,1,8,0,0.9,72.4,0.3,0,6.46,1.2,0.6,0.9,0.1,0.7,0.6,0.1,0,0.9,0.5,0.5,0.6,0.3,0.9,1.5,21.7,0.4,0.6,0.0,4.23,-0.23,0.15,31.0,0.14,RB, CM, LM, RM, FW
Romain Perraud,Southampton,26,"LB, LM",22(7),1839,2,2,4,0,1.0,74.7,0.5,1,6.46,1.9,0.7,1.1,0.0,1.2,0.8,0.2,1,1.0,0.5,0.3,0.5,0.1,0.5,0.9,22.8,0.4,0.4,0.0,1.18,0.82,0.06,30.0,0.04,LB, LM,,,
Danny Ward,Leicester,30,GK,26,2340,0,0,0,0,0.0,70.5,0.2,1,6.46,0.0,0.0,0.0,0.0,0.7,0.1,0.0,0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,30.2,0.0,4.6,0.0,,,,,,GK,,,,
Richarlison,Tottenham,26,"CAM, LAM, RAM, FW",12(15),1008,1,3,3,0,1.0,72.6,0.7,1,6.46,0.8,0.2,0.5,0.0,0.3,0.6,0.0,0,1.0,0.6,0.4,0.8,0.3,0.7,1.5,9.7,0.2,0.4,0.1,3.37,-2.37,0.3,27.0,0.12,CAM, LAM, RAM, FW,
Crysencio Summerville,Leeds,22,"LAM, RAM",12(16),1418,4,2,4,0,1.0,77.9,0.2,0,6.46,1.1,0.5,0.8,0.0,0.3,0.4,0.1,0,1.0,0.6,0.9,1.5,0.3,1.3,1.6,14.0,0.1,0.3,0.0,3.96,0.04,0.25,29.0,0.14,LAM, RAM,,,
Ryan Yates,Nottingham Forest,26,CDM,21(5),1840,0,2,5,0,1.0,78.2,1.2,0,6.46,1.5,0.4,1.9,0.1,1.7,0.3,0.3,0,1.0,0.3,0.2,2.0,0.0,0.6,0.7,22.2,0.0,1.0,0.0,,,,,,CDM,,,,
Marc Albrighton,Leicester,34,"RB, LM, RM",1(5),233,1,0,0,0,0.3,68.8,0.2,0,6.46,0.7,0.2,0.3,0.0,0.7,1.2,0.3,0,0.3,1.0,0.3,0.3,0.2,0.3,0.7,18.7,1.0,0.3,0.0,,,,,,RB, LM, RM,,
Mario Lemina,Wolves,30,CM,17(2),1306,0,1,2,1,0.5,87.3,0.9,0,6.45,2.0,0.7,0.9,0.1,1.2,0.9,0.4,0,0.5,0.2,0.6,0.5,0.1,0.4,0.7,34.1,0.1,1.4,0.0,,,,,,CM,,,,
Moussa Djenepo,Southampton,25,"LM, RM",7(9),706,0,2,1,0,0.2,77.3,0.2,0,6.45,1.2,0.7,0.7,0.0,0.4,1.0,0.1,0,0.2,0.6,1.2,1.2,0.1,0.4,0.9,12.9,0.3,0.4,0.0,,,,,,LM, RM,,,
Adam Lallana,Brighton,35,"CM, LM, RM",12(4),730,2,1,0,0,0.5,83.2,0.5,0,6.45,0.6,0.1,0.1,0.0,0.1,0.4,0.0,0,0.5,0.9,0.2,0.4,0.0,0.7,0.9,19.4,0.1,0.1,0.0,,,,,,CM, LM, RM,,
Aaron Hickey,Brentford,21,"LB, RB, LM, RM",23(3),1931,0,1,7,0,0.4,84.7,0.5,0,6.45,1.5,0.7,0.8,0.2,0.8,0.5,0.3,0,0.4,0.2,0.7,1.3,0.0,0.5,0.6,28.0,0.2,1.0,0.0,,,,,,LB, RB, LM, RM,
Hakim Ziyech,Chelsea,31,"CM, LM, RM",6(12),653,0,3,1,0,0.9,73.4,0.0,1,6.45,1.1,0.3,0.7,0.1,0.3,0.3,0.0,0,0.9,0.8,0.8,0.8,0.2,0.7,0.7,17.6,0.7,0.8,0.0,,,,,,CM, LM, RM,,
Patson Daka,Leicester,25,FW,13(17),1181,4,4,2,0,1.0,68.0,0.9,0,6.45,0.5,0.2,0.8,0.0,0.2,0.3,0.1,0,1.0,0.6,0.2,0.5,0.2,0.6,1.5,9.2,0.0,0.2,0.1,,,,,,FW,,,,
Jonny Otto,Wolves,30,"CB, LB, RB, LM, RM",14(4),1263,1,0,3,1,0.5,84.1,0.8,0,6.45,1.8,0.8,0.7,0.1,1.4,1.2,0.3,0,0.5,0.3,0.8,1.1,0.1,0.7,0.9,38.4,0.2,1.5,0.2,,,,,,CB, LB, RB, LM, RM
Kevin Schade,Brentford,22,"LAM, RAM",7(11),728,0,1,2,0,0.7,62.8,1.7,0,6.45,0.7,0.2,0.7,0.0,0.2,0.3,0.0,0,0.7,0.4,0.7,0.4,0.3,0.5,1.4,8.7,0.2,0.0,0.0,,,,,,LAM, RAM,,,
Conor Coady,Everton,31,"CB, RB, CDM",23(1),2096,1,1,2,0,0.2,85.1,1.0,0,6.45,0.6,0.6,0.5,0.3,3.5,0.3,0.7,0,0.2,0.2,0.0,0.5,0.1,0.1,0.3,50.0,0.0,4.4,0.0,,,,,,CB, RB, CDM,,
Tino Livramento,Southampton,21,"LB, RB",0(2),26,0,0,0,0,0.0,73.7,0.0,0,6.45,1.0,1.0,0.0,0.0,1.5,0.0,0.0,0,0.0,0.0,1.0,1.0,0.0,0.0,0.5,9.5,0.0,0.0,0.0,,,,,,LB, RB,,,
Josh Dasilva,Brentford,25,CM,14(22),1384,4,2,1,0,0.5,82.7,0.2,1,6.44,0.5,0.1,0.4,0.0,0.2,0.3,0.2,0,0.5,0.3,0.9,0.6,0.0,0.8,0.8,15.9,0.2,0.6,0.0,,,,,,CM,,,,
Joe Rothwell,Bournemouth,29,"CM, LM",12(8),1019,0,1,2,0,0.2,87.6,0.1,0,6.44,1.0,0.5,0.9,0.0,0.4,0.7,0.2,0,0.2,0.4,0.8,0.2,0.0,0.2,0.4,21.5,0.4,1.0,0.1,,,,,,CM, LM,,,
Daniel James,Leeds,26,"CAM, LAM, RAM, FW",2(2),199,0,0,0,0,0.8,67.6,0.0,0,6.44,1.5,0.5,0.5,0.0,0.5,0.8,0.0,0,0.8,0.3,0.3,1.5,0.0,0.3,0.8,8.5,0.3,0.0,0.0,,,,,,CAM, LAM, RAM, FW,
